TXT003,TXT012,TXT013,TXT014,TXT015,TXT016,TXT017,TXT018,TXT019,TXT020,TXT021,TXT022,TXT023,a1,a2,a3
30191,Conceptos básicos de arquitectura y diseño hotelero,"Identifica los conceptos básicos de diseño y planificación para un proyecto hotelero, los cuales estarán en función al cliente potencial.",3,"Tipos de establecimientos, habitaciones y la importancia de AyB en la hotelería",Reconoce los tipos de unidades de alojamiento y las nuevas tendencias en el rubro de la hotelería.,4,Aplicación del diseño a la hotelería,Entiende la adecuada aplicación de los conceptos de diseño y materiales usados en la hotelería.,4,Planificación de proyecto hotelero,"Comprende la importancia que tiene una adecuada planificación para un proyecto hotelero, así como la responsabilidad social.",3.0,,,
30192,El mercado laboral actual,"Comprende los aspectos fundamentales del nuevo escenario laboral mundial, valorando la importancia del individuo y la necesidad de posicionarse correctamente.",4,La definición y creación de la marca personal,"Identifica los principios básicos de la marca personal, esbozando un programa de posicionamiento que comunique efectivamente las cualidades de su marca personal.",3,Promoción de la marca personal,Desarrolla una estrategia que le permita una clara diferenciación en el mercado laboral y aplica las herramientas de promoción de la marca personal en el ámbito específico de su carrera.,4,La e-marca personal y el portafolio creativo,Conoce la definición e importancia de la actual e-marca personal y utiliza proyectos realizados a lo largo de su carrera para construir con ellos un portafolio creativo.,3.0,,,
30194,Fundamentos de la estrategia de precios,Argumenta sobre la importancia de la estrategia de precios y su relación con el entorno de la empresa para el cumplimiento de sus objetivos.,3,Determinación de precio inicial,"Determina el precio inicial utilizando las distintas herramientas presentadas, como el análisis de rentabilidad y el punto de equilibrio.",4,Estrategias de precios,Identifica e integra criterios adicionales para diseñar la estrategia más idónea que se ajuste a la situación específica del negocio que plantea.,4,Estructura de precios y ajustes de precio en el tiempo,"Conoce y aplica los mecanismos y criterios necesarios para plantear, en forma oportuna, los ajustes y cambio de precios para cumplir con los objetivos del negocio.",3.0,,,
30195,Disposiciones generales e introducción al ente regulador,Analiza los procesos que sustentan las formas de gestión aduanera en el entorno nacional.,4,Regímenes de importación y de exportación,Analiza los procesos de importación y exportación en sus diferentes regímenes en el ámbito local y nacional.,3,"Tributos, tipos de despacho y valorización aduanera","Realiza los cálculos de los tributos que gravan a las importaciones, así como gestiona y valoriza las transacciones de importación.",4,"Procedimientos, delitos y costos aduaneros","Ejecuta los procedimientos aduaneros, reconociendo los delitos e infracciones establecidos en ese ámbito, así como controlando los diversos costos asociados a los despachos.",3.0,,,
30196,Conceptos generales de producción audiovisual,"Comprende, interpreta y analiza los conceptos básicos del lenguaje audiovisual.",3,Géneros y Formatos de televisión,"Elabora una pieza audiovisual incorporando los elementos del género y formatos televisivos, siguiendo los criterios de producción, realización y post producción.",4,Producción de programas para televisión,Conceptualiza y produce un programa de Televisión haciendo énfasis en la creatividad e innovación de los formatos y reconociendo las necesidades e intereses del público objetivo.,4,Realización y Post Producción de un programa de televisión,"Maneja los criterios necesarios para la realización de programas televisivos efectivos y rentables, reconociendo los equipos del set de televisión y los procesos de post producción.",3.0,,,
30197,"Formatos, estilos y elementos de la redacción y locución radial","Identifica y maneja los formatos, estilos y elementos de la redacción y locución radial.",5,Conducción de un programa radial.,Conduce un programa radial aplicando diferentes estilos informativos.,4,Planificación de un programa deportivo.,Planifica un programa deportivo aplicando los recursos de la comunicación radial.,5,,,,,,
30198,Manejo de las funciones de una cámara de vídeo,Reconoce el proceso de creación de la imagen en movimiento y su papel en la publicidad.,3,El lenguaje audiovisual,Construye una propuesta audiovisual utilizando los elementos para una efectiva comunicación.,4,El guion publicitario,Elabora un guión publicitario en el contexto de una propuesta de comunicación publicitaria efectiva.,3,Etapas y áreas de la realización audiovisual,"Realiza la preproducción, rodaje y post producción de un vídeo organizando las tareas a cumplir por las diferentes áreas: producción, dirección, dirección de fotografía, dirección de arte, sonido y edición.",4.0,,,
30199,Implementación de una base de datos y obtención de datos mediante consultas,Implementa el modelo físico de una base de datos en una instancia de Microsoft SQL Server y realiza consultas de datos a una base de datos mediante la instrucción SELECT.,4,"Manipulación de datos, uso de vistas e índices",Realiza operaciones de mantenimiento de datos en una base de datos y mejora su rendimiento mediante el uso de vistas e índices.,3,"Procedimientos almacenados, transacciones y desencadenantes",Programa objetos del lado del servidor para automatizar las operaciones que realizan los usuarios desde sus aplicaciones cliente.,4,"Seguridad, copias de seguridad y restauración de una base de datos",Implementa la seguridad en un servidor de bases de datos y diseña estrategias para asegurar la recuperación de las bases de datos ante la eventualidad de una afectación del servicio.,3.0,,,
30200,Producción televisiva,"Identifica los conceptos, características y partes integrantes de un programa televisivo.",4,Producción de eventos deportivos,Identifica los requerimientos para la cobertura televisiva de un evento deportivo.,3,Realización de programas deportivos (grabados y en vivo),Produce un programa televisivo deportivo.,4,Funcionamiento de un departamento de deportes,"Identifica las características, requerimientos y funcionamiento de un departamento de deportes.",3.0,,,
30201,Pronósticos,Determina la técnica y modelo de pronóstico más adecuado para diferentes escenarios de mercado.,4,Análisis de ventas,Aplica las herramientas básicas del análisis de ventas en diferentes escenarios de mercado para identificar el comportamiento y la tendencia de ventas de un producto o servicio.,3,Análisis de rentabilidad,"Analiza la rentabilidad de un producto, servicio o cartera de productos, aplicando los métodos para determinar el punto de equilibrio y establecer cuotas de ventas con criterios de rentabilidad.",4,Presupuestos comerciales,Elabora los presupuestos comerciales y flujos de caja para lograr los objetivos comerciales de la empresa.,3.0,,,
30202,Mercado y Targeting,"Analiza los aspectos fundamentales de los nichos de mercado y target en diferentes sectores económicos, categorías y rubros.",3,Desarrollo de la identidad de marca,Diseña una identidad de marca acorde al análisis de mercado y propuesta que se quiere ofrecer al público.,4,Arquitectura y estrategia de marca,"Desarrolla una marca considerando los conceptos, herramientas y elementos de la arquitectura y la construcción de una marca.",3,Diseño del plan comunicacional,Desarrolla una estrategia de comunicación y materiales para el lanzamiento de la marca.,4.0,,,
30203,Planeamiento estratégico,Analiza los aspectos fundamentales de la marca a tratar y elabora un plan estratégico de campaña.,4,Estudio de mercado,Reconoce y desarrolla los aspectos básicos para identificar el target de la marca.,3,Producción de campaña,Desarrolla piezas publicitarias e identifica oportunidades en los distintos medios.,4,Implementación y monitoreo de campaña,Ejecuta el plan de acción aprobado por cliente.,3.0,,,
30204,Fase descubrir,Reconoce los conceptos principales del diseño e identifica el problema y las fases del proceso de diseño mediante situaciones concretas.,4,Fase definir,"Concreta una idea potente y fundamentada en una propuesta de diseño, en base a la metodología BDC.",3,Fase desarrollar,"Convierte una idea etérea en un producto tangible, elaborando el boceto, vector, prototipo, maqueta y sesión fotográfica.",4,Fase entregar,Desarrolla herramientas de feedback y storytelling para la propuesta de diseño final de una solución.,3.0,,,
